Week_Start,Reported_Category,Store_Type,Reported_Retailer,Competitor_Volume,Competitor_Sales
2026-06-22,F&Bz- Snacks,Convenience,CornerStore,3187,12616.08
2024-09-23,Beverages,Online,Prime Pntry,2684,6109.43
2024-11-18,packaged snacks,Supermarket,Daily Shop,4582,20767.13
2025-01-06,Snack,Convenience,cornerstore,4304,9696.32
2024-05-20,F&B - Snacks,Convenience,CornerStore,2764,8746.29
2024-02-12,F&B - Snacks,Hypermarket,Giant Store,2576,11953.8
2026-06-15,sNACKS,Convenience,QuickStop,2096,5948.75
2025-10-20,Beverage,Hypermarket,MMart,3010,18004.34
2026-01-26,Bites,Online,WebCart.com,1671,10588.66
2026-04-13,Snacks,Supermarket,dAILY-sHOP,4378,18673.78
2026-04-06,Beverages,Convenience,QuickStep,4320,20045.34
2025-12-08,Snacks,Convenience,The Corner Store,2743,16744.55
2024-05-06,Packaged Snacks,Supermarket,FreshGrocer LLC,4382,10421.86
2025-06-30,bEVERAGES,Online,WebCart.com,3022,19386.73
2025-05-19,LIQUID REFRESHMENT,Hypermarket,tHE gIANT sTORE,3256,5075.13
2024-04-08,DRINKS,Convenience,QuickStop Conveeience,1299,7444.91
2025-07-21,Beverage,Hypermarket,The Giant Store,4069,15049.07
2026-05-11,snacks,Online,WebCart Online,1876,5923.32
2025-12-29,Bites,Hypermarket,GiantStore,4877,21002.52
2026-03-16,Packaged Snacks,Online,WebCart.com,1635,7011.07
2026-03-16,SaACK,Hypermarket,mmart,3175,17149.72
2025-11-03,F&B - Snacks,Online,Prime Pntry,1288,3640.95
2024-11-04,Snack,Online,wEBcART.COM,2340,5723.76
2024-05-06,f&b - sNACKS,Supermarket,Daily-Shop,1682,10041.59
2025-08-25,F&B - Snacks,Convenience,cornerstore,3629,5553.65
2025-03-03,Liquid Refreshment,Hypermarket,Giant Corp,2988,17121.72
2026-03-02,bEVS,Hypermarket,The Giant Store,4254,12080.8
2025-03-10,Drinks,Online,WebCart Online,4221,7656.2
2024-12-02,Packaged Snacks,Supermarket,Daily Shop,1828,4188.46
2024-04-15,liquid refreshment,Hypermarket,Giant,4642,26768.02
2025-08-18,Bevs,Online,WEB CART,1712,6752.75
2025-03-03,F&B - BEV,Convenience,quickestop,4196,7368.93
2025-11-03,SNACK,Convenience,CornerStore Inc,3686,11651.93
2024-02-26,Bevs,Supermarket,Daily Shop,4702,7254.88
2024-06-24,Beverage,Hypermarket,GIANT,4304,23059.13
2024-03-25,bEVERAGES,Supermarket,Fresh Grocer,3051,12846.76
2025-03-17,bevs,Supermarket,DAILYSHOP,1419,6638.08
2025-06-23,F&B - Snacks,Convenience,Quick stop,4838,11215.41
2025-05-19,f&b - sNACKS,Online,WEB CART,4432,19314.28
2024-07-08,LiquidxRefreshment,Online,Web Cart,1930,4483.63
2024-03-18,Drinks,Online,PRIMEPANTRY DELIVERY,3219,10902.21
2025-03-03,Snacks,Online,Prime Pantry,2007,9221.43
2025-10-06,Bevsrages,Convenience,Quick Stop,3112,15620.83
2025-06-30,BsTES,Convenience,Corner Store,4356,8712.5
2024-11-04,Snacks,Convenience,QuickStop,2505,9157.94
2025-06-16,Bites,Online,primepantry delivery,2029,5050.43
2025-11-17,Liquid Refreshment,Supermarket,FreshGrocxr,3153,5521.86
2026-02-23,Beverage,Online,WebCart,1909,3712.09
2024-04-15,SNxCK,Supermarket,Fresh Grocer,1523,4190.28
2025-12-22,dRINKS,Hypermarket,Giant Store,4937,13159.08
2024-04-22,liquid refreshment,Online,WebCart Online,1178,3653.39
2025-06-02,dRINKS,Hypermarket,GiantStore,3629,21737.51
2024-06-03,packaged snacks,Hypermarket,Giant Store,2820,16579.75
2024-05-27,Bites,Hypermarket,MegaMart Inc.,3715,18764.36
2026-03-09,Snacks,Supermarket,DailyShop,2815,13286.52
2024-10-21,Beverages,Convenience,CornerStore Inc,3255,5734.14
2024-02-26,bevs,Convenience,QuickStop Convenience,1390,4443.52
2025-01-06,Bites,Convenience,Quick Stop,3996,14192.53
2025-08-25,Bites,Convenience,Quick Stop,1534,8080.41
2026-05-11,f&b - bEV,Convenience,CornerStore Inc,4886,23956.13
2025-11-03,BEVS,Supermarket,DailyShop Lecal,1721,11179.35
2024-10-28,Drinks,Online,PrimePantry,3670,11034.78
2025-06-02,F&B - Snacks,Convenience,The Corner Store,1701,10891.56
2024-06-24,Snack,Supermarket,daily-shop,3736,8931.38
2025-04-14,Packaged Snacks,Online,PrimePantry,3810,17891.65
2024-01-22,PackagedaSnacks,Hypermarket,the giant store,2546,5810.23
2024-02-26,Bites,Convenience,QuickStop Convenience,3552,22060.27
2024-06-24,snacks,Convenience,CORNERSTORE,1244,3612.24
2025-07-14,snack,Online,pRIME pANTRY,1083,5542.46
2025-03-10,Bites,Supermarket,dAILY sHOP,4416,28343.77
2025-01-27,Snacks,Convenience,quick stop,3742,20417.63
2026-01-19,F&B - Bev,Online,PrimePantry Delivery,1253,7212.68
2024-01-15,Packaged Snacks,Supermarket,DailyShop Lscal,4955,20700.53
2024-12-16,beverages,Online,Prime Pntry,1013,2394.12
2024-09-30,Paczaged Snacks,Convenience,QuickStop Convenience,2323,6120.15
2026-02-09,f&b - bEV,Hypermarket,The Giant Store,2608,14546.58
2025-02-24,bExERAGE,Hypermarket,MegaMart Supercenters,1889,6370.02
2024-12-02,Beverages,Supermarket,daily-shop,4067,23739.02
2024-05-20,baVERAGE,Supermarket,FreshGrocer LLC,1656,4754.6
2025-02-24,PaCKAGED SNACKS,Hypermarket,Mega Mart,3199,19462.54
2025-11-24,Bites,Online,Web Cart,4449,15399.52
2024-07-08,dRINKS,Convenience,quickstop convenience,3865,11205.23
2025-05-26,Snacks,Convenience,QuickStop Convenience,4664,28613.61
2026-02-02,LIQUID REFRxSHMENT,Online,WebCart,1673,2516.49
2025-03-03,SNAaKS,Convenience,CornerStore,4531,24272.13
2025-04-07,Packaged Snacks,Convenience,QueckStop Convenience,4841,30373.67
2025-12-22,sNACK,Convenience,The eorner Store,1457,5672.2
2024-02-19,F&B - Bev,Supermarket,Daily Shop,1696,4307.03
2026-01-26,Beverage,Hypermarket,MegaMart Supercenters,2765,13426.1
2024-07-22,Liquid Refreshment,Supermarket,Fresh Grocer,3673,6986.8
2024-04-01,Drinks,Online,Web Cart,3549,13224.47
2025-01-06,pACKAGxD sNACKS,Supermarket,dAILY-sHOP,4572,12582.87
2025-01-20,Bevs,Hypermarket,megamart supercenters,3181,17269.1
2026-03-23,Snacks,Supermarket,Daily Shop,2921,15794.98
2025-07-07,Liquid Refreshmxnt,Supermarket,dAILY-sHOP,2538,3968.35
2025-08-18,Packaged Snacks,Convenience,QuickStxp,1831,5969.49
2026-06-08,seACKS,Online,PrimePantry Delivery,1185,6427.25
2024-11-25,Drinks,Supermarket,Fresh Gr,2987,17946.15
2026-04-27,Bevs,Supermarket,FreshGrocer,3519,18412.05
2026-02-16,Beverages,Online,Prime Pantry,1351,2819.7
2024-01-08,LIQUID REFRESHMENT,Supermarket,Daily Shop,4088,16219.03
2024-09-30,F&B - Snscks,Hypermarket,Giznt,1173,4022.22
2024-07-08,Snacks,Supermarket,DailyShop,4179,11973.22
2025-07-21,F&B - Bev,Online,pRIME pNTRY,2995,17057.82
2026-06-15,Drinks,Convenience,Quick-Stop,3909,13657.01
2026-03-02,Bevs,Supermarket,DailyShop,2831,8672.61
2026-05-04,Bites,Convenience,CornerStore,2460,6670.24
2026-02-23,F&B - Bev,Hypermarket,Giant Store,1662,2944.47
2026-04-27,Beverages,Hypermarket,mEGA mART,2633,16047.59
2024-11-18,Liquid Refreshment,Online,Web Cart,4656,14748.93
2025-07-07,SNACK,Supermarket,fRESH gROCER,3112,14302.12
2025-12-08,Drinks,Supermarket,DailyShop,2454,6437.04
2024-09-09,Snacks,Supermarket,FreshGrocer,4762,17633.21
2024-04-15,Beverages,Online,PrimePantry,2533,7608.49
2024-05-20,Snack,Supermarket,DailyShop,4968,8365.18
2026-04-13,f&b - bEV,Online,pRIMEpANTRY dELIVERY,4453,10420.88
2025-09-01,F&B - Snacks,Convenience,QuickStop,4882,29061.83
2024-09-02,Bevs,Hypermarket,TzE GIANT STORE,2211,6080.1
2024-10-07,Bevs,Hypermarket,Giant Store,4972,16169.87
2024-07-08,Liquid Refreshment,Supermarket,FreshGrocer LLC,2120,11561.57
2024-06-03,Beverege,Online,WebCart Online,3683,15685.76
2025-12-01,pACKAGED sNACKS,Supermarket,DailyShop,4220,16093.01
2026-01-19,Bites,Supermarket,FRESH GROCER,3293,12995.93
2025-07-21,Packaged Snacks,Convenience,The Corner Store,4308,13754.22
2025-10-13,Bevs,Online,prime pntry,3408,10368.42
2026-05-11,Packaged Snacks,Supermarket,DAILYSHOP LOCAL,3006,13416.92
2025-12-15,Beverage,Supermarket,freshgrocerxllc,2174,5211.71
2025-03-24,sNACK,Online,prime pantry,4646,9427.36
2024-12-09,BEVERAGE,Hypermarket,MegaMart Supercenters,2419,9722.24
2025-06-16,PACKAGED SNACKS,Supermarket,Daily-Shop,1834,9147.98
2024-07-01,f&b - bev,Hypermarket,mEGA mART,4740,17789.81
2026-05-25,Snack,Online,wEBcART oNLINE,1909,3983.97
2024-04-29,BEVS,Hypermarket,mega mart,3292,11089.97
2025-04-07,Snack,Convenience,The Corner Store,2745,11293.73
2025-10-13,Bevs,Hypermarket,meGAmART sUPERCENTERS,3126,14669.55
2024-10-28,lIQUID rEFRESHMENT,Convenience,CornerStore,1525,7928.0
2025-06-02,f&b - bev,Supermarket,fRESHgROCER,4790,24253.78
2025-08-18,Snacks,Supermarket,FreshGrocer,1271,5201.56
2024-01-15,Drinks,Online,Web Cart,1129,2126.99
2024-06-10,Bites,Hypermarket,Giant Corp,2941,12859.61
2024-06-03,FaB - Snacks,Supermarket,fRESH gR,1679,9857.61
2025-10-06,Beverages,Supermarket,Freshxrocer,1494,4488.8
2026-06-01,F&B - Snacks,Supermarket,Fresh Grocer,4298,27251.0
2026-02-16,F&B - Bev,Online,WebCart,4004,25340.36
2026-06-08,dRINKS,Supermarket,Fresh Grocer,4309,9806.59
2025-12-22,Snack,Online,prime pantry,3025,9689.32
2024-07-29,LiquidaRefreshment,Convenience,the corner store,3736,5697.37
2024-09-30,Bevs,Supermarket,DailySaop,4445,8027.27
2024-06-10,f&b - sNACKS,Supermarket,Daily-Shop,4432,9082.84
2024-07-08,Drinks,Hypermarket,Gzant,3285,13185.46
2026-06-22,Drinks,Hypermarket,the giant store,4748,8231.37
2025-02-10,f&b - snacks,Supermarket,freshgrocer,1660,9252.52
2025-12-15,Snacks,Hypermarket,Mega Mart,3568,16475.06
2024-01-22,Beverage,Hypermarket,Giant,2016,7338.8
2026-01-26,Bites,Hypermarket,gIANT,4216,23213.47
2024-07-01,f&b - sNACKS,Hypermarket,MegaMart Supercenters,1119,5028.93
2025-06-30,Bevs,Supermarket,Daily-Shop,1717,4132.67
2026-02-09,Snack,Convenience,Corner Store,1362,6122.15
2025-03-10,Beverage,Convenience,qUICK-sTOP,2498,7598.94
2026-01-05,beverages,Supermarket,Daily-Shop,2796,6206.26
2024-06-10,Snacks,Supermarket,frezh grocer,2648,11224.35
2024-05-13,F&B - BEV,Hypermarket,MegaMart Supercenters,1402,8966.16
2025-06-23,Bites,Hypermarket,giantstore,4135,26593.46
2026-01-26,Beverage,Supermarket,FreshGrocer,1343,6145.95
2024-06-03,Beverage,Convenience,QuickStop,3075,10628.89
2024-10-28,Packaged Snacks,Convenience,CornerStore Inc,1088,6293.34
2025-06-09,Liquid Refreshment,Online,PrimePantry,4734,12675.23
2024-11-25,Snack,Online,WebCart.com,4701,19773.29
2025-01-20,Liquid Refreshment,Supermarket,Fresh Grocer,3240,10933.43
2025-01-06,Liquid Refreshment,Hypermarket,giant store,2425,8468.25
2025-06-16,F&B - Bev,Convenience,Quick Stop,3251,13129.21
2024-09-16,bEVERAGES,Hypermarket,The siant Store,4001,9844.63
2026-04-20,packaged snacks,Supermarket,dAILYsHOP lOCAL,4601,27317.31
2026-01-26,Bevs,Supermarket,Daily-Shop,4508,18359.01
2025-11-03,F&B - Bev,Online,Web Cart,1065,3008.7
2025-06-02,Beverage,Convenience,QUICK-STeP,1196,5755.19
2024-06-17,Packagad Snacks,Hypermarket,GIANT STORE,1902,7776.2
2025-12-29,BITES,Convenience,Corner Store,2170,10504.51
2025-06-30,Drinks,Hypermarket,Giant Store,4462,7717.08
2026-04-06,Snack,Hypermarket,MMart,3966,16559.63
2025-10-20,PACKAGED SNACKS,Online,primepantry delivery,1937,7860.23
2024-02-26,Packaged Snacks,Supermarket,Daily Shop,2812,9531.67
2024-11-18,Beverage,Convenience,quick stop,3407,14548.55
2026-02-09,Packaged Snacks,Hypermarket,MegaMarx Inc.,3257,16894.07
2025-09-01,PACKAGED SNACKS,Online,Prime Pantry,4590,9675.12
2025-01-27,Liquid Refreshment,Online,Prime Pntry,1163,3417.68
2026-03-16,bEVS,Convenience,QUICK STOP,3920,6211.99
2025-01-27,PACKAGED SNACKS,Supermarket,FreshGrocer,3520,7945.17
2025-02-10,Drinks,Hypermarket,MegaMart Inc.,4712,11637.88
2024-04-15,Snacks,Hypermarket,mEGA mART,4567,7936.92
2024-11-25,Packaged Snacks,Convenience,Corner Store,2585,8930.65
2024-05-06,bITES,Online,Web Cart,4016,11601.5
2024-02-05,Bevs,Convenience,CORNERSTORE INC,3120,9797.0
2024-12-16,lIQUID rEFRESHMENT,Supermarket,FreshGeocer,4303,26809.62
2025-05-26,snack,Supermarket,Fresh Grocer,2484,15854.84
2025-06-09,Packaged Snacks,Hypermarket,The Giant Store,2522,10483.02
2026-05-25,Snask,Convenience,QuickStop Convenience,3769,13522.71
2025-11-03,Beverage,Online,Prime Pantry,1882,5234.27
2026-03-30,BEVS,Hypermarket,Giant Corp,2953,6776.16
2025-08-04,Bevs,Hypermarket,Giant,4231,7226.53
2024-10-14,Snack,Hypermarket,mEGAmART,2809,7025.75
2024-01-08,BEVERAGE,Online,webcart,3077,19503.3
2024-11-04,F&B - Snacks,Supermarket,DailyShop Local,1345,4223.11
2026-03-02,Snacks,Hypermarket,Giant Corp,4561,8921.72
2024-03-04,Bites,Online,Prims Pantry,3841,21522.55
2024-06-17,F&B - Snacks,Hypermarket,Mega Mart,1544,2922.8
2026-03-23,Beverages,Hypermarket,MegaMart Supercenters,4237,24175.6
2024-08-26,Snacks,Convenience,QuickStop Convenience,2414,4765.92
2025-11-24,bITES,Supermarket,Daily-Shxp,1441,6811.63
2025-02-10,sNACKS,Hypermarket,mEGA mART,4459,27165.58
2025-08-11,beverages,Convenience,QuickStop Convenience,1779,9623.25
2024-10-07,Liquid Refreshment,Supermarket,Daily-Shop,1688,4414.88
2024-11-04,BEVERAGzS,Convenience,qUICK sTOP,3912,17193.55
2024-06-03,bsvs,Supermarket,freshgrocer,1086,3468.08
2025-05-12,SNACK,Hypermarket,MMaet,1921,9333.31
2025-12-08,Packaged Snacks,Online,wEB cART,2340,7567.17
2025-01-13,Snack,Supermarket,FreshGrocer,2569,15422.27
2024-10-21,sNACK,Hypermarket,mega mart,3965,23350.42
2025-03-03,f&b - snacks,Hypermarket,The Giant Store,3388,14959.72
2024-07-22,Packaged Snacks,Online,PrimePantry,3757,23809.08
2026-04-13,Packaged Snacks,Convenience,Quick-Stop,4779,18113.77
2025-04-21,Beverage,Convenience,QuickStop,2012,3399.49
2025-06-30,F&B - BEV,Hypermarket,Mega Mart,3506,9911.43
2024-01-01,Packaged Snacks,Online,PrimePantry,1277,2199.23
2024-01-08,F&B - SNACKS,Convenience,Quick-Stop,1161,1875.94
2026-04-27,F&Ba- BEV,Online,wEB cART,4560,15161.28
2024-09-09,Bites,Hypermarket,MMart,3500,15158.09
2025-03-24,beverages,Online,primepantry,1674,4483.23
2024-08-19,f&b - bev,Online,WebCart,4905,23098.19
2025-05-19,lIQUID rEFRESHMENT,Online,wEBcART,2956,7676.78
2024-03-04,BEVERAGE,Hypermarket,gIANTsTORE,1554,5575.33
2024-06-17,F&B - Snacks,Online,PrimePantry Delivery,4152,24088.5
2024-09-02,F&B - Snacks,Online,WEBCART ONLIxE,1396,8809.01
2024-11-11,Snack,Convenience,QUICK-STOP,2976,12639.87
2025-04-21,snacks,Online,WebCart.com,2029,10721.64
2025-11-24,sNACK,Hypermarket,MegaMart,2038,9335.95
2026-01-19,Snacks,Convenience,CornerStore Inc,2753,10836.57
2024-06-24,Snack,Hypermarket,Giant Corp,3980,9310.81
2025-07-14,Bevs,Hypermarket,the giant atore,3086,12542.31
2026-05-18,F&B - Snacks,Online,Prime Pntry,1447,7388.99
2024-10-07,snack,Supermarket,Daiay-Shop,1405,3058.54
2026-04-20,Beverage,Supermarket,Daily Shop,1205,4005.87
2024-06-10,BEVS,Hypermarket,MMart,1566,4722.73
2026-02-23,packaged snacks,Convenience,Quick Stop,3683,10445.49
2026-01-05,Snack,Convenience,CornerStore,4331,11329.08
2024-04-29,liquid refreshment,Online,PRIMEPANTRY,4471,13114.46
2024-03-25,f&b - sNACKS,Hypermarket,Giant,4278,18650.03
2026-05-25,Bixes,Supermarket,fRESHgROCER llc,4452,26098.99
2024-11-18,pACKAGED sNACKS,Hypermarket,The Giant Store,4397,17648.88
2025-11-24,Bevs,Supermarket,fresh grocer,2982,17702.62
2024-11-04,BEVERAGES,Supermarket,dailyshop local,3106,12397.16
2025-11-10,Lizuid Refreshment,Supermarket,Daizy Shop,3600,22904.99
2025-04-21,snacks,Convenience,The Corner Store,1357,4624.74
2025-04-14,Snack,Supermarket,DailyShop Local,3215,8635.59
2024-08-26,Bevs,Convenience,QuickStop Convenience,1662,9844.39
2025-09-29,Packaged Snacks,Supermarket,DailyShop Local,3897,16509.38
2026-03-02,Packaged Snacks,Convenience,The Corner Store,4134,14812.53
2025-09-22,Snack,Hypermarket,Giant,3813,11159.88
2024-03-11,Bxvs,Online,WEB CART,1544,2661.58
2026-05-11,Liquid Refreshment,Online,WebCart.com,3509,18362.72
2026-06-22,packaged snacks,Hypermarket,Mega Mart,4439,11753.95
2026-04-13,BEVS,Hypermarket,tHE gIANT sTORE,2478,9093.52
2025-12-15,Bevs,Supermarket,daily-shap,2253,10750.87
2024-10-07,packaged snacks,Hypermarket,mEGA mART,2301,14352.56
2024-01-15,bevs,Convenience,The Corner Store,4691,26485.36
2024-04-29,F&B - Bev,Hypermarket,gaANT cORP,3048,8147.43
2026-03-23,F&B - Snacks,Convenience,CornerStore,3697,21255.08
2025-10-13,F&B - Snacks,Convenience,The Corner Store,4012,15642.74
2024-11-25,Snack,Convenience,QzickStop,2942,9143.53
2025-05-12,Bevs,Online,Web Cart,4747,14212.43
2026-03-23,Beverages,Convenience,quicksaop convenience,2996,10496.15
2025-09-15,Bevs,Convenience,QuickStop Convenience,4819,15598.21
2025-09-01,LIQUID REFRESHMENT,Convenience,Quick-Stop,3922,9685.52
2024-10-28,PACKAGED SNACKS,Supermarket,FreshGrocer LLC,4078,17962.37
2025-02-10,Drinks,Supermarket,dAILYsHOP,3855,18121.78
2025-11-17,Packaged Snacks,Supermarket,Fresh Grocer,3649,21424.52
2025-04-14,Beverage,Online,prime pntry,2142,13921.92
2025-03-03,bEVEzAGES,Online,webcart,1922,7575.37
2024-10-21,f&b - snacks,Online,Prime Pantry,3759,7473.36
2026-02-16,DeINKS,Hypermarket,Giant Store,2304,6917.38
2026-04-06,Drinks,Supermarket,fresh gr,2983,16711.09
2024-04-22,Bexs,Supermarket,DailyShop,4944,9683.82
2026-05-25,Snacks,Convenience,Corner Store,4115,25250.8
2025-03-17,Bevs,Hypermarket,The Giant Store,1774,3538.81
2024-03-18,Snacks,Supermarket,daily shop,4787,21216.72
2024-03-18,F&B - Snacks,Online,wEB cART,4009,10720.55
2024-01-15,Snack,Supermarket,fRESH gROCER,2673,11662.09
2024-08-05,Bevs,Hypermarket,giantestore,2969,11374.77
2024-08-05,F&B - Snacks,Supermarket,FreshGracer LLC,1045,6456.59
2025-05-12,bevs,Hypermarket,GiantStore,2283,5086.09
2025-08-18,Snack,Online,PRIMEPANTRY DELIVERY,1983,12722.28
2024-09-16,Bites,Hypermarket,GiantStore,3179,7852.79
2024-06-03,Snack,Supermarket,DailyShop,1398,8045.73
2025-10-06,Bites,Convenience,QUICKSTOP,1617,9379.34
2024-07-22,F&B - Bev,Hypermarket,Mege Mart,1790,5699.95
2025-02-17,SNACK,Online,PrimePantry,1420,3954.96
2026-05-11,Liquid Refreshment,Hypermarket,mEGAmART iNC.,4405,11466.16
2024-06-10,Bites,Online,PrimePantry,1434,4021.27
2024-10-21,Liquid Refreshment,Supermarket,Fresh arocer,2684,15065.24
2024-01-29,Beverage,Hypermarket,Giant,1261,5070.17
2024-01-15,Drinks,Online,PrimePantry Delivery,2050,6225.94
2024-01-29,DRINKS,Convenience,CornesStore,1346,4751.82
2026-06-01,F&B - Bev,Hypermarket,Giant,3378,18100.98
2025-12-15,Snask,Online,WebCart,2604,15017.82
2025-01-06,bites,Online,Web Cart,2317,11839.99
2025-03-31,F&z - Snacks,Online,Web Cart,2610,5660.32
2024-11-25,bEVS,Hypermarket,The Giant Store,3052,12672.66
2024-10-07,Packaged Snacks,Convenience,The Corner Store,4168,13454.76
2025-12-08,Beverage,Convenience,Corner Store,3537,22936.22
2025-11-24,F&B - Bev,Convenience,The Corner Store,3768,19205.86
2025-11-17,Packaged Snacks,Online,Web Cart,2960,7101.18
2025-09-08,Drinks,Convenience,The Corner Store,3521,7899.68
2025-12-15,Packaged Snacks,Convenience,cORNERsTORE,3863,8368.89
2024-06-17,Snack,Online,WebCart.com,4313,7527.23
2024-12-09,Drinks,Online,PrimePantxy,1979,8129.88
2024-11-11,Beverages,Supermarket,Daily Shop,4850,23365.91
2024-03-18,Beverages,Hypermarket,megamart ins.,2024,10886.14
2024-08-26,Bites,Hypermarket,MMart,3062,13941.38
2024-04-15,DRINKS,Convenience,qUICKsTOP,2642,9274.09
2024-08-05,Liquid Refreshment,Convenience,The Corner Store,3092,11654.78
2024-03-25,Bevs,Convenience,cornerstore inc,4682,26928.99
2024-05-27,F&B - SNACKS,Convenience,quick-stop,1860,4606.92
2025-10-20,F&B - Snacks,Supermarket,Fresh Gr,3012,13156.88
2026-05-25,Bevs,Convenience,QuickStop Convenience,1247,2255.3
2024-03-25,f&b - snacks,Supermarket,Fresh Gr,4301,8044.11
2025-12-22,Beverage,Convenience,qUICK sTOP,1642,4910.93
2025-09-01,sNACK,Supermarket,FRESHGROCER LLC,3642,7218.15
2025-06-30,Beverages,Online,Prime Pantry,1899,6290.91
2024-12-16,Packaged Snacks,Online,webcart,4247,7615.79
2025-11-17,Beverages,Convenience,cORNER sTORE,4410,23645.79
2026-04-06,Beverases,Hypermarket,MegaMart,2193,9666.77
2024-09-02,Liquid Refreshment,Online,PrimePantry,2404,8116.52
2024-03-04,bevs,Hypermarket,mEGAmART,4745,29097.71
2025-12-15,Bites,Hypermarket,Giant Corp,4668,24129.25
2025-09-22,LIQUID REFRESHMENT,Hypermarket,mmART,2456,15467.04
2025-09-08,f&b - sNACKS,Convenience,The Corner Store,4517,21261.9
2024-09-30,Snack,Online,PrimePantry,3681,23033.46
2024-07-08,Bites,Hypermarket,Giant,1982,12446.0
2025-03-10,Bites,Convenience,cORNER sTORE,3544,14986.7
2024-01-01,Bites,Supermarket,FreshGrocer LLC,2562,6067.14
2026-04-06,Packaged Snacks,Supermarket,DAILY-SHOP,3983,5989.58
2025-10-13,f&b - bEV,Supermarket,DailyShop Local,4110,13965.72
2024-04-15,Bites,Convenience,cornerstore inc,1637,5915.8
2026-03-02,BITES,Online,WebCart Online,4979,12620.07
2025-02-24,Packaged Snacks,Supermarket,fRESHgROCER llc,3234,10677.43
2025-12-08,Packaged Snacks,Supermarket,Daily-Shop,4465,27492.33
2025-10-13,Snacks,Supermarket,Daily Shop,2465,3703.89
2026-05-18,pACKAGED sNACKS,Supermarket,DailyShop,1186,4834.8
2025-10-27,Bites,Convenience,Quick Stop,1011,5901.48
2026-06-01,F&B - Snacks,Supermarket,Daily Shop,3273,12024.5
2024-04-29,Packaged Snacks,Hypermarket,megamart supercenters,1271,7442.82
2024-12-02,Beverages,Hypermarket,MEGAMART SUPERCENTERS,1693,10932.94
2024-03-11,Snacss,Online,WebCart Online,1075,4533.21
2024-02-26,F&B - Snacks,Hypermarket,MegaMart Supercenters,3555,5703.6
2026-05-18,Liquid Refreshment,Convenience,Quick Stop,4181,26200.38
2025-08-11,Packaged Snacks,Hypermarket,Giant,3599,16485.69
2025-02-10,F&B - Snacks,Online,WebCart Online,1893,8327.41
2024-07-22,Bevs,Convenience,QuickStop Coevenience,3841,13918.37
2025-05-05,beverage,Convenience,The Corner Store,4595,24724.22
2025-07-28,Bevs,Supermarket,FreshGxocer,4205,13110.49
2026-01-05,F&B - SNACKS,Supermarket,Fresh Gr,4984,27571.49
2024-03-11,Bevs,Hypermarket,MegaMart Inc.,1491,3559.57
2024-12-16,Snacks,Hypermarket,Giant,1072,5264.8
2024-11-18,F&B - Bev,Online,PrzmePantry,2075,7732.81
2025-12-22,Snask,Supermarket,DailyShop Local,3987,25876.15
2025-09-15,packaged snacks,Hypermarket,MMart,1484,9146.17
2025-10-06,SNACK,Convenience,CornarStore Inc,4796,21610.49
2025-01-27,Beverage,Hypermarket,The Giant Store,3249,7037.86
2025-07-07,Snacks,Hypermarket,GiantStore,2726,13589.92
2025-06-02,Snacks,Online,PRIMEPANTRY DELIVERY,2239,4566.55
2024-08-05,BEVERAGE,Supermarket,dAILY sHOP,2192,9568.94
2024-08-12,Packaged Snacks,Hypermarket,MMart,1630,3449.22
2025-12-22,Bevereges,Online,Prime Pntry,2865,6165.46
2024-10-14,Bevs,Supermarket,fRESH gR,1840,7483.97
2026-02-16,Snaak,Convenience,CORNERSTORE,3203,19177.79
2024-12-23,Snack,Convenience,The Corner Store,3348,6227.55
2024-06-17,Liquid Refreshment,Convenience,CornerStore Inc,2468,6875.27
2026-02-09,Bites,Supermarket,FreshGrocer,4619,9401.51
2025-07-07,Snack,Convenience,CornerStore Inc,1044,6636.09
2025-08-11,liquid refreshment,Supermarket,Fresh Gr,3976,10927.78
2025-01-27,packaged snacks,Hypermarket,MegaMart Inc.,3275,21024.17
2025-01-27,F&B - Snacks,Online,pRIME pANTRY,2585,8385.78
2025-01-13,PACKAGED SNACKS,Online,WebCxrt,3145,10427.15
2025-10-13,DRINKS,Convenience,QuickStop,3903,13146.1
2025-07-07,Snacss,Supermarket,dailyshop local,2929,8460.25
2026-01-12,lIQUID rEFRESHMENT,Convenience,Quick Stop,3545,14820.44
2026-02-23,Bites,Online,WebCart.com,3941,23989.1
2025-07-14,Bevs,Supermarket,DailyShop Loeal,2341,5465.78
2024-09-16,F&B - Bev,Convenience,QUICK-STOP,2313,13391.17
2026-02-23,Snacks,Online,PRIMEPANTRY DELIVERY,3144,5512.7
2026-06-08,Snack,Hypermarket,mEGAmART sUPERCENTERS,3853,24890.37
2024-12-30,Liquix Refreshment,Supermarket,Daily-Shop,4563,23961.8
2024-04-01,Drinks,Hypermarket,GIANT STORE,4226,23641.9
2024-07-22,Snacks,Convenience,cornerstore,4334,15819.22
2025-11-10,F&B - xev,Supermarket,Fresh Gr,4741,12253.56
2026-05-18,Bites,Online,WebCzrt.com,3806,14636.65
2024-10-07,Snacks,Online,webcart,2039,3613.33
2024-07-15,Snaczs,Convenience,QuickStop,4740,25653.84
2024-12-23,Bites,Online,PrimePantry Delivery,4912,7579.08
2026-05-11,F&B - Snacks,Convenience,QuickStop Convenience,2720,8857.05
2024-12-16,Snack,Online,PrimePantry Delivery,2062,9871.47
2024-10-07,Drinks,Convenience,Quick-Stop,1112,5370.77
2025-07-28,Bevs,Supermarket,dailyshopalocal,1182,6083.95
